Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Federico Veiroj,4740,3220,-1520
Jorge Fons,25816,24295,-1521
Tim Sutton,7866,6340,-1526
Yutaka Ikejima,1882,352,-1530
Panna Rittikrai,6442,4910,-1532
Alan Zweig,2481,944,-1537
Nahid Persson,3310,1767,-1543
Susumu Mitsunaka,3334,1790,-1544
Carlos Diegues,7306,5760,-1546
Daric Gates,14432,12880,-1552
Jag Mundhra,7710,6154,-1556
James Erskine,11247,9690,-1557
Mike Marzuk,4668,3110,-1558
John Webster,2063,496,-1567
Rob Meyer,23970,22395,-1575
Vinci Vogue Anzlovar,3158,1583,-1575
Bartosz Konopka,6367,4790,-1577
Jinglei Xu,6418,4835,-1583
Stefano Milla,4823,3231,-1592
James Benning,1890,298,-1592
Samuel Benchetrit,9070,7477,-1593
Eduardo Montes-Bradley,1700,106,-1594
Pang Eun-jin,13963,12357,-1606
Kirk Harris,10086,8480,-1606
Manuel Gómez Pereira,4500,2893,-1607
Jan Cvitkovic,4670,3060,-1610
Chao Wang,2098,485,-1613
Sanal Kumar Sasidharan,5256,3626,-1630
Laurent Heynemann,3967,2330,-1637
Sundar C.,11560,9910,-1650
Shinnosuke Yakuwa,11696,10040,-1656
Chuen-Yee Cha,2098,439,-1659
Jannik Hastrup,2080,416,-1664
Nina Menkes,3590,1922,-1668
Ken'ichi Fujiwara,2448,780,-1668
Zelimir Zilnik,2090,416,-1674
Roberta Torre,3154,1477,-1677
Chris Sivertson,29000,27310,-1690
Paolo Franchi,4789,3097,-1692
Jonathan Dueck,8630,6934,-1696
J.J. Johnson,3480,1780,-1700
Mauro Lima,17308,15608,-1700
Janez Burger,4120,2413,-1707
Abner Benaim,3610,1898,-1712
Robert Schwartzman,10778,9060,-1718
Sameh Abdulaziz,6340,4617,-1723
Urs Odermatt,4910,3183,-1727
Denis Chernov,5130,3400,-1730
Navaniat Singh,6843,5112,-1731
Tomás Vorel,4037,2304,-1733
Oliver Rihs,4510,2770,-1740
Raffaele Picchio,5350,3610,-1740
Adrian Buitenhuis,8700,6960,-1740
Ulrik Imtiaz Rolfsen,22770,21028,-1742
Claudio Poli,2700,950,-1750
Tsutomu Mizushima,4131,2376,-1755
Dejan Zecevic,10238,8478,-1760
H. Gordon Boos,4760,2990,-1770
Bohdan Sláma,6466,4695,-1771
Rizal Mantovani,3245,1469,-1776
Nick Rotundo,5600,3820,-1780
Santhosh P. Jayakumar,7271,5488,-1783
Mike Sedan,4224,2438,-1786
Didier Le Pêcheur,5195,3406,-1789
Joel Silberg,11870,10080,-1790
Dror Zahavi,5606,3810,-1796
Juan Manuel Cotelo,2827,1030,-1797
Bettina Oberli,6942,5130,-1812
Puri Jagannadh,6336,4515,-1821
Ian Fitzgibbon,24704,22872,-1832
Chris Menges,21920,20080,-1840
Seijun Suzuki,12124,10279,-1845
Finn Taylor,19040,17190,-1850
Baz Taylor,4582,2730,-1852
Keitarô Motonaga,12138,10284,-1854
Merzak Allouache,2496,641,-1855
Enrico Oldoini,4910,3050,-1860
Ute Wieland,8662,6800,-1862
Charlie David,2380,517,-1863
Adam Lipsius,18420,16556,-1864
Mikhail Segal,15065,13200,-1865
Hilary Brougher,9107,7238,-1869
Hanny Saputra,2689,818,-1871
Aleksandr Mindadze,4446,2567,-1879
Manoel de Oliveira,8888,7000,-1888
Celina Murga,4007,2118,-1889
Iara Lee,3099,1210,-1889
Cheyenne Carron,2053,163,-1890
Metod Pevec,2836,938,-1898
Peter Del Monte,2746,840,-1906
Vincent Lannoo,4364,2456,-1908
Robert M. Young,9950,8020,-1930
Jared Masters,2159,221,-1938
J. Horton,6324,4380,-1944
Juraj Lehotsky,3760,1812,-1948
Pascal Rabaté,3914,1961,-1953
Yûichi Satô,5220,3266,-1954
Petr Nikolaev,3968,2004,-1964
Yoav Shamir,4285,2316,-1969
Zhenzhao Lin,3440,1459,-1981
Ebrahim Forouzesh,2674,691,-1983
Anne Le Ny,6310,4313,-1997
Matt Bissonnette,7792,5790,-2002
Sulev Keedus,2910,906,-2004
Kristian Petri,3171,1162,-2009
Adrian Popovici,2661,645,-2016
Paolo Zucca,7570,5554,-2016
Robert Morin,3565,1548,-2017
Philippe Bérenger,5160,3140,-2020
Marco Tullio Giordana,6430,4410,-2020
Mina Shum,6816,4792,-2024
Grethe Bøe-Waal,4044,2017,-2027
Giacomo Campeotto,3735,1706,-2029
Mathieu Amalric,11644,9607,-2037
Kai-Ming Lai,2488,451,-2037
Kazuki Akane,8910,6871,-2039
Lisa Langseth,49670,47630,-2040
Stephen Low,3695,1648,-2047
Jonathan Sobol,19440,17390,-2050
Andrew Blake,3139,1087,-2052
Alexandru Solomon,4860,2804,-2056
Mandeep Benipal,2997,940,-2057
Simone van Dusseldorp,3278,1220,-2058
Laurence Ferreira Barbosa,3480,1408,-2072
Abdullah Oguz,39173,37096,-2077
Yolande Zauberman,3910,1833,-2077
Joselito Altarejos,2435,357,-2078
Anggy Umbara,4285,2206,-2079
Rithy Panh,3180,1095,-2085
Christine Pascal,4688,2600,-2088
Stuart Stone,7212,5124,-2088
Pascal Thomas,4952,2859,-2093
Dmitriy Astrakhan,2455,362,-2093
Henry Jaglom,2995,901,-2094
Jörg Buttgereit,29940,27842,-2098
Jan Balej,4360,2240,-2120
Ivan Ikic,5738,3610,-2128
Julia Rezende,8839,6710,-2129
Stephan Brenninkmeijer,11371,9238,-2133
Lynn Hamrick,3691,1555,-2136
Lance Kawas,6050,3914,-2136
Barbara Bredero,5966,3829,-2137
Michael Spence,4690,2553,-2137
Rafal Zielinski,2885,746,-2139
José Alvarenga Jr.,9833,7690,-2143
Babak Payami,6850,4701,-2149
Duncan Roy,10489,8336,-2153
Melissa Painter,5238,3070,-2168
Tucky Williams,3810,1640,-2170
Gary Walkow,5715,3545,-2170
Josh Becker,8150,5978,-2172
Phil Grabsky,2505,330,-2175
Lavinia Currier,9220,7045,-2175
Oxide Chun Pang,2878,702,-2176
Reinert Kiil,6709,4527,-2182
Andreas Schnaas,6654,4465,-2189
Ali Samadi Ahadi,4400,2210,-2190
Kim Jee-woon,60240,58050,-2190
Anjan Dutt,4456,2254,-2202
Matt Jaissle,3060,858,-2202
Ja-kwan Kong,3366,1160,-2206
Hitoshi Yazaki,3560,1348,-2212
Charlie Vaughn,5266,3049,-2217
Daniel Fridell,6898,4676,-2222
Ricky Tognazzi,9544,7321,-2223
Giada Colagrande,3640,1416,-2224
Lucas Lowe,15460,13234,-2226
Andrejs Ekis,4343,2116,-2227
Rod McCall,5650,3422,-2228
Sean Patrick O'Reilly,17490,15243,-2247
Alessio Maria Federici,5955,3707,-2248
Vitaliy Versace,2706,456,-2250
Valérie Guignabodet,9775,7524,-2251
Carlo Gustaff,4491,2238,-2253
Naoyoshi Shiotani,12192,9937,-2255
Kim Dae-seung,13910,11648,-2262
Temístocles López,4416,2154,-2262
John Penney,11630,9362,-2268
Ron Moler,12490,10220,-2270
Todd Verow,4139,1867,-2272
Christian Klandt,9178,6898,-2280
John Lyde,9090,6800,-2290
Gustavo Graef Marino,6630,4340,-2290
María Novaro,5103,2809,-2294
Andreas Gruber,3250,955,-2295
E.V.V. Satyanarayana,3411,1116,-2295
Phie Ambo,2723,418,-2305
Jong-chan Yun,7006,4701,-2305
Christopher Munch,6754,4425,-2329
Jung Huh,23740,21410,-2330
Szabolcs Hajdu,8921,6588,-2333
Marek Najbrt,5046,2712,-2334
Jean-Pierre Sinapi,5390,3052,-2338
Raymond Jafelice,5910,3570,-2340
Jerry P. Jacobs,5400,3047,-2353
Chalerm Wongpim,7492,5138,-2354
Tova Magnusson,16848,14490,-2358
Jeffrey Lau,6450,4080,-2370
Otar Iosseliani,5880,3510,-2370
Ishaya Bako,2972,600,-2372
Alejandro Fernández Almendras,4467,2085,-2382
Mitsuru Hongô,5028,2644,-2384
Jamie Patterson,7480,5096,-2384
Sergey Solovyov,3563,1172,-2391
Hana Makhmalbaf,12705,10312,-2393
Nick Willing,28550,26148,-2402
Tsutomu Hanabusa,4780,2377,-2403
Rob Williams,9263,6858,-2405
Danny J. Boyle,4338,1930,-2408
Sharon von Wietersheim,8675,6264,-2411
John D. Hancock,4266,1849,-2417
Ryan Bellgardt,9265,6840,-2425
Jeffrey Reiner,8860,6434,-2426
Michael Fischa,4300,1864,-2436
Vladimír Michálek,3477,1039,-2438
Deborah Kampmeier,6070,3632,-2438
Alex van Warmerdam,33820,31367,-2453
Florian Baxmeyer,15490,13033,-2457
James Ivory,34930,32470,-2460
Carol Morley,24355,21890,-2465
Michèle Laroque,6960,4488,-2472
Oleg Asadulin,4205,1732,-2473
Laurent Tuel,6717,4240,-2477
Jamshed Usmonov,4680,2200,-2480
Patrick Braoudé,4890,2406,-2484
Kamlah Abu-Zikri,5331,2840,-2491
Terra Shin,14548,12047,-2501
Alan Berliner,6940,4423,-2517
Anees Bazmee,31049,28530,-2519
Ben Lewis,3102,582,-2520
Lyndon Chubbuck,18070,15550,-2520
Paul Cox,3430,903,-2527
Oleg Novkovic,4460,1922,-2538
Yôichi Higashi,3118,573,-2545
Jean-Claude Brisseau,6070,3520,-2550
Matt Tyrnauer,19410,16840,-2570
Hitoshi Ône,7712,5134,-2578
Lawrence Ah-Mon,3960,1380,-2580
Vít Olmer,3521,937,-2584
Wilson Chin,4256,1668,-2588
Sven Taddicken,9929,7340,-2589
Jennifer Baichwal,13382,10792,-2590
Lamberto Bava,9620,7027,-2593
Lúcia Murat,4054,1460,-2594
Wei-Hao Cheng,19128,16532,-2596
Dev Anand,4138,1538,-2600
David Schmoeller,5560,2950,-2610
Fabienne Godet,3454,840,-2614
Donald G. Jackson,4738,2124,-2614
Ben Rekhi,8110,5489,-2621
Atsushi Muroga,5850,3227,-2623
Ragnar Bragason,4804,2180,-2624
Johan Brisinger,13528,10900,-2628
Christian De Sica,4565,1935,-2630
Alex De Rakoff,47870,45230,-2640
Antonio Capuano,3335,690,-2645
Yuri Zeltser,4730,2080,-2650
Suk-Yoon Kim,8572,5914,-2658
Jefferson Moore,3833,1169,-2664
Evgeny Afineevsky,8915,6250,-2665
Domiziano Cristopharo,3195,529,-2666
Akram Fareed,4752,2083,-2669
Robert Glinski,6783,4106,-2677
Kaizô Hayashi,3730,1052,-2678
Miguel Courtois,9027,6338,-2689
Danny Pang,3361,671,-2690
Arash T. Riahi,3719,1025,-2694
Gorman Bechard,3841,1147,-2694
Zabou Breitman,14210,11514,-2696
Mikael Salomon,38240,35540,-2700
Aman Chang,3156,454,-2702
Michael Mazo,11460,8750,-2710
Marek Benes,3340,626,-2714
Darrell Roodt,12220,9500,-2720
Toni Myers,17510,14780,-2730
Valeria Bruni Tedeschi,9010,6270,-2740
Yariv Mozer,10848,8085,-2763
Bill Plympton,10850,8078,-2772
Jason Wulfsohn,28370,25593,-2777
Federico Zampaglione,15620,12840,-2780
Kôtarô Terauchi,3370,582,-2788
Vera Storozheva,4185,1394,-2791
Toon Wang,3312,517,-2795
Vinko Bresan,29300,26505,-2795
Heo In-moo,6585,3785,-2800
Brillante Mendoza,5640,2836,-2804
Frédéric Schoendoerffer,11461,8650,-2811
Richard Friedman,4330,1515,-2815
Hrafn Gunnlaugsson,4600,1784,-2816
Peter Keglevic,9030,6212,-2818
David Burton Morris,17810,14982,-2828
Pernille Rose Grønkjær,3884,1050,-2834
Jin Jang,13669,10819,-2850
Gilles Legrand,6588,3727,-2861
Gaylene Preston,3702,840,-2862
Patrick Rea,15345,12480,-2865
Paul Etheredge,27320,24430,-2890
Stephen Biro,8150,5260,-2890
Craig Goldstein,5480,2590,-2890
Kyung-taek Kwak,11178,8286,-2892
Jean-Jacques Zilbermann,5440,2543,-2897
Juanma Bajo Ulloa,9090,6190,-2900
Ben Hopkins,7344,4438,-2906
Ngoc Dang Vu,3218,309,-2909
Park Jung-bum,3338,420,-2918
Ricardo Larraín,4434,1507,-2927
Robert Kubilos,10260,7320,-2940
Michael Lessac,29550,26609,-2941
Nadeem Soumah,7024,4083,-2941
Vimukthi Jayasundara,4740,1798,-2942
Aleksey Fedorchenko,8070,5122,-2948
Karl Zwicky,8310,5360,-2950
Nik Kacevski,6760,3810,-2950
Jan Schomburg,6668,3716,-2952
Michel Boujenah,7580,4620,-2960
Edward Berger,9792,6824,-2968
Daniel Bergman,8900,5932,-2968
Aziz Jindani,7800,4818,-2982
Yamina Benguigui,4770,1780,-2990
J. Stephen Maunder,7190,4190,-3000
Hanno Olderdissen,9474,6470,-3004
Esmé Lammers,12660,9643,-3017
Aurelio Grimaldi,3734,714,-3020
Mariano Llinás,11232,8210,-3022
Rob Pallatina,6612,3589,-3023
Pedro Olea,5639,2606,-3033
Christophe Honoré,26784,23750,-3034
Michael Kennedy,5475,2434,-3041
Iku Suzuki,5550,2500,-3050
Richard W. Munchkin,4362,1310,-3052
Yasuichirô Yamamoto,23190,20130,-3060
Tanvir Mokammel,3225,161,-3064
Robert Lee,6620,3550,-3070
Mamoru Oshii,4658,1569,-3089
Eros Puglielli,6303,3211,-3092
Mimmo Calopresti,6006,2900,-3106
Jan Troell,11639,8530,-3109
Stephen Shin,4371,1250,-3121
Pascal Bonitzer,5186,2064,-3122
Rick Sloane,5783,2657,-3126
Christopher-Lee dos Santos,8390,5259,-3131
William Kaufman,14175,11040,-3135
Nick Cheung,7134,3990,-3144
Shinji Sômai,5250,2099,-3151
Bernard Rapp,9580,6414,-3166
Malcolm Ingram,8530,5357,-3173
Tracy Trost,8063,4878,-3185
Frank Rainone,6420,3224,-3196
Thomas Lilti,31850,28650,-3200
Nicolas Saada,11310,8110,-3200
Alberto Rodriguez,6394,3190,-3204
Sam Firstenberg,7096,3884,-3212
Radek Bajgar,8080,4860,-3220
Marcus O. Rosenmüller,5646,2416,-3230
René Manzor,15930,12700,-3230
Gail Harvey,5400,2169,-3231
Tom Cairns,12440,9203,-3237
Banmei Takahashi,3419,179,-3240
Mark Young,28473,25215,-3258
Benoit Pilon,5311,2050,-3261
Antonin Svoboda,7826,4563,-3263
Yu Li,9077,5808,-3269
Andrew Bellware,4547,1272,-3275
Matt Riddlehoover,8667,5390,-3277
Arash Moayerian,5352,2074,-3278
Claus Bjerre,4636,1356,-3280
York Alec Shackleton,39428,36140,-3288
Kira Muratova,6222,2930,-3292
Norihiro Koizumi,11181,7887,-3294
Penelope Buitenhuis,6640,3336,-3304
Agustín Díaz Yanes,22170,18860,-3310
Enzo D'Alò,6160,2847,-3313
Albert Nerenberg,3781,462,-3319
Katherine Dieckmann,22230,18910,-3320
Amberdeep Singh,11088,7766,-3322
Khaled El Hagar,4185,850,-3335
Roger Ross Williams,32262,28914,-3348
Jerry Ciccoritti,5470,2111,-3359
Joe D'Amato,4470,1102,-3368
Joseph Novoa,4690,1321,-3369
Christin Baker,7742,4367,-3375
Philippe Leclerc,7663,4270,-3393
Zaza Buadze,10338,6944,-3394
Joseph B. Vasquez,8465,5071,-3394
Tony Cookson,6980,3585,-3395
Robert Edwards,38990,35590,-3400
Nick Mead,5270,1863,-3407
Partho Ghosh,4035,614,-3421
Sarah Watt,27767,24345,-3422
Sean Cain,7092,3661,-3431
Sangeeth Sivan,15774,12338,-3436
David Jackson,8100,4649,-3451
Paul Ziller,6310,2859,-3451
Patricia Mazuy,7060,3589,-3471
Raphaël Jacoulot,6054,2574,-3480
Theeratorn Siriphunvaraporn,3787,307,-3480
Jeppe Rønde,6058,2574,-3484
Helvecio Ratton,7793,4294,-3499
Teemu Nikki,11310,7805,-3505
Robert Malenfant,6880,3372,-3508
Robert Thalheim,8944,5431,-3513
Chi-Leung Law,10980,7466,-3514
Regardt van den Bergh,4604,1087,-3517
Martin Davidson,7040,3520,-3520
Fritz Kiersch,9820,6292,-3528
Philippe Mora,3801,253,-3548
Fei Xie,5409,1860,-3549
Stephen Shimek,13560,10010,-3550
Ernesto Daranas,8590,5030,-3560
Marcin Krzysztalowicz,9577,6012,-3565
Leif Lindblom,17640,14056,-3584
A.J. Edwards,14680,11080,-3600
Markus Goller,47636,44036,-3600
Karel Janák,5756,2155,-3601
Diane Kurys,8178,4568,-3610
Darko Lungulov,8706,5090,-3616
Stephen Reynolds,22960,19340,-3620
Ray Brady,5289,1668,-3621
Ahmad Abdalla,11800,8176,-3624
Maxime Giroux,8809,5180,-3629
Pascal Plisson,4438,805,-3633
Andrey Kavun,19040,15400,-3640
Saman Salur,6422,2782,-3640
Davide Ferrario,4378,737,-3641
Niko von Glasow,4265,612,-3653
Monthon Arayangkoon,5790,2128,-3662
Erik Gandini,15243,11574,-3669
Stefan Jarl,5181,1498,-3683
Jeff Lipsky,4587,870,-3717
Bashar Shbib,3950,216,-3734
Hayato Kawai,6779,3034,-3745
Rambod Javan,27561,23802,-3759
Danny Buday,5564,1780,-3784
Pinchas Perry,29506,25720,-3786
Lex Ortega,10170,6363,-3807
René Vilbre,8280,4467,-3813
Brett Thompson,12460,8645,-3815
Chanoch Ze'evi,9149,5318,-3831
Walter Doehner,5410,1578,-3832
Eugène Green,6342,2502,-3840
Arthur Allan Seidelman,9100,5252,-3848
Dan Chisu,7438,3582,-3856
Alexis Durand-Brault,8109,4250,-3859
Michael Landon Jr.,20500,16640,-3860
François Desagnat,9893,6019,-3874
Dan Neira,4630,756,-3874
Hank Braxtan,8553,4674,-3879
Manuel Pradal,6484,2592,-3892
Carolina Hellsgård,8050,4155,-3895
Jean-Claude La Marre,6535,2640,-3895
Luca Bercovici,10826,6930,-3896
Jay Craven,5580,1682,-3898
Pim van Hoeve,8141,4240,-3901
Yoshimitsu Morita,5602,1691,-3911
Minoru Kawasaki,4568,655,-3913
Im Kyung-soo,4780,860,-3920
Katsuya Matsumura,6030,2101,-3929
Adriana Trigiani,30005,26070,-3935
Alix Delaporte,10210,6250,-3960
Alex Holmes,29870,25910,-3960
Kôbun Shizuno,5917,1953,-3964
Andrea Staka,7944,3980,-3964
Jakov Sedlar,4384,409,-3975
Sharunas Bartas,7499,3520,-3979
Corbin Bernsen,15502,11520,-3982
Fabienne Berthaud,9424,5440,-3984
Lal Jose,17283,13290,-3993
Ville Jankeri,10632,6630,-4002
Ben Sombogaart,9998,5990,-4008
Douglas Jackson,6750,2741,-4009
Shin'ya Tsukamoto,17270,13250,-4020
Aida Begic,11520,7500,-4020
Júlia Murat,9490,5460,-4030
Lorenzo Vigas,40660,36615,-4045
Joe Chien,5271,1215,-4056
William Webb,10550,6490,-4060
Paul Leyden,48980,44920,-4060
Farzad Motamen,6540,2479,-4061
Apoorva Lakhia,50891,46824,-4067
Maria Speth,5327,1259,-4068
Abdellatif Kechiche,9280,5200,-4080
Darnell Martin,18550,14460,-4090
Johnny Ma,6080,1990,-4090
Lionel Baier,7731,3638,-4093
Jonas Elmer,6618,2505,-4113
Andrew Van Slee,8117,4004,-4113
Jean-Marc Piché,20890,16774,-4116
David Wu,7099,2983,-4116
Sachin Kundalkar,8543,4423,-4120
Alexandre Coffre,9971,5850,-4121
Daniel Filho,7585,3461,-4124
Anne Giafferi,9066,4940,-4126
Jean Rollin,7354,3223,-4131
Mei Hu,24374,20235,-4139
Zhou Sun,5272,1100,-4172
Keith Samples,15320,11144,-4176
Roberto Santiago,7152,2957,-4195
Qaushiq Mukherjee,14661,10417,-4244
Gaël Morel,8830,4574,-4256
Frank van Mechelen,15481,11222,-4259
Thomas Carter,173900,169640,-4260
Ettore Scola,11840,7570,-4270
Mélissa Drigeard,7894,3610,-4284
Jimmy Henderson,11378,7091,-4287
Yuthlert Sippapak,5586,1296,-4290
Louise Osmond,9350,5050,-4300
Ricky Gervais,247622,243320,-4302
Max Fischer,5070,755,-4315
Craig McMahon,5814,1497,-4317
Kerem Sanga,13622,9300,-4322
Davide Marengo,7670,3335,-4335
Robert Heydon,19150,14810,-4340
Gonzalo Arijon,13373,9026,-4347
Akira Nagai,17015,12664,-4351
Alessandro De Gaetano,12340,7985,-4355
Emma-Kate Croghan,20750,16394,-4356
Dale Trevillion,6160,1797,-4363
Yee-sum Luk,5610,1234,-4376
Ted Kotcheff,28250,23870,-4380
Gabriel Aghion,12146,7766,-4380
Shane Dax Taylor,16242,11850,-4392
Junichi Suzuki,4892,496,-4396
Rainer Kaufmann,6118,1722,-4396
Jeremy Kagan,17240,12837,-4403
Vanessa Lapa,7220,2817,-4403
Justin Chon,11294,6890,-4404
Martin Provost,26616,22210,-4406
John Stewart Muller,15965,11550,-4415
Jaime Humberto Hermosillo,4685,260,-4425
Donnie Yen,7590,3162,-4428
Hiroki Shibata,22590,18160,-4430
Won Shin-yeon,13570,9130,-4440
Shafi,8010,3564,-4446
Andrew Stevens,8100,3637,-4463
Ognjen Svilicic,8214,3742,-4472
Glenn Miller,17886,13408,-4478
Clare Peploe,20830,16350,-4480
Mez Tharatorn,24882,20394,-4488
Ugur Yücel,51365,46872,-4493
Michel Blanc,20240,15745,-4495
Lee Demarbre,32544,28046,-4498
Danièle Thompson,18740,14220,-4520
Attila Szász,19980,15450,-4530
Raj N. Sippy,5542,1010,-4532
Seiji Chiba,4803,259,-4544
Gilles Marchand,15642,11091,-4551
Kazuya Shiraishi,7624,3072,-4552
Tadas Vidmantas,11461,6896,-4565
Gérard Oury,10294,5726,-4568
Peter Yates,17860,13290,-4570
Mark Edwin Robinson,16090,11511,-4579
Riri Riza,8586,4005,-4581
Zoe Berriatúa,11180,6596,-4584
Alex Cox,9460,4874,-4586
Audrey Cummings,15148,10556,-4592
Ham Tran,8615,4019,-4596
Perry Bhandal,108410,103790,-4620
Vicente Amorim,12220,7590,-4630
Charles Finch,10860,6230,-4630
David Giancola,21584,16941,-4643
Pen-Ek Ratanaruang,8770,4111,-4659
Nikos Panayotopoulos,5812,1142,-4670
William Dickerson,8260,3586,-4674
Marco Ferreri,6816,2108,-4708
François Dupeyron,6775,2055,-4720
Damjan Kozole,5913,1193,-4720
Tetsuo Yajima,30010,25290,-4720
Anne Émond,8900,4179,-4721
Casper Van Dien,12605,7873,-4732
Charlotte Sachs Bostrup,13214,8480,-4734
Ricardo Trogi,16709,11970,-4739
Arild Andresen,8860,4120,-4740
Jesse Baget,10760,6002,-4758
Daihachi Yoshida,8523,3758,-4765
Jorge Olguín,7041,2276,-4765
Jukka-Pekka Siili,19497,14721,-4776
Takeshi Furusawa,9180,4395,-4785
Jung-chi Chang,7147,2356,-4791
Cess Silvera,48200,43398,-4802
Andrew Thomas Hunt,22040,17230,-4810
Stéphane Kazandjian,7690,2874,-4816
Carl Bessai,5694,856,-4838
Robert Adetuyi,13990,9151,-4839
C.M. Talkington,48700,43844,-4856
Jirí Vejdelek,8138,3280,-4858
Shimon Dotan,7570,2710,-4860
Jason Hull,14264,9400,-4864
Ryosuke Hashiguchi,8438,3568,-4870
Christian Ryltenius,7570,2698,-4872
Kevin Downes,15960,11082,-4878
Samuli Valkama,9236,4344,-4892
Dominic Burns,15114,10220,-4894
Toshikazu Nagae,32636,27740,-4896
Nia Di Nata,6558,1650,-4908
Adam Bhala Lough,9634,4723,-4911
Han Sang-Ho,8780,3850,-4930
Bill Clark,12520,7590,-4930
Michael Winner,15720,10790,-4930
Dominique Othenin-Girard,7810,2862,-4948
Jalil Lespert,10290,5330,-4960
Julio Medem,39400,34440,-4960
David Ondricek,23787,18820,-4967
Olivier Jean-Marie,16390,11420,-4970
Anders Lennberg,6020,1050,-4970
John Carl Buechler,8060,3077,-4983
Jung-hwan Kim,6365,1380,-4985
Francis Megahy,6830,1832,-4998
Susan Streitfeld,26460,21456,-5004
Brian Kelly,7310,2300,-5010
Levan Koguashvili,9528,4500,-5028
Youssef Chahine,11340,6306,-5034
Kenji Kamiyama,11340,6293,-5047
Djamel Bensalah,9750,4663,-5087
Pavel Khvaleev,10522,5430,-5092
Coline Serreau,14700,9579,-5121
Eros D'Antona,7946,2820,-5126
Richard Jobson,16481,11346,-5135
Onir,12289,7150,-5139
Michael Lindsay-Hogg,23020,17880,-5140
Radha Mohan,9766,4618,-5148
Benson Lee,24296,19140,-5156
Assi Dayan,6550,1391,-5159
Noah Stern,7330,2152,-5178
Matt Zettell,11706,6522,-5184
Yukiko Mishima,7660,2444,-5216
Curtis Crawford,7228,2000,-5228
Liming Li,7299,2070,-5229
Paul Morrison,14650,9420,-5230
Konstantin Feoktistov,11476,6245,-5231
Sudhir Mishra,27250,21998,-5252
Tom Sands,17536,12283,-5253
Aleksi Salmenperä,14239,8973,-5266
Mari Asato,10890,5610,-5280
Karen Shakhnazarov,9760,4480,-5280
Richard Berry,9710,4429,-5281
Jordan Barker,27422,22140,-5282
Savage Steve Holland,15440,10140,-5300
James Marquand,9402,4096,-5306
Jon Cassar,83642,78330,-5312
Dennis Dimster,32970,27640,-5330
Pål Øie,58150,52816,-5334
Avi Lewis,11677,6340,-5337
Isao Yukisada,12428,7089,-5339
Kenneth Bi,8090,2738,-5352
Sandra Nettelbeck,85810,80452,-5358
Ryszard Zatorski,10703,5345,-5358
Siddique,27482,22120,-5362
Goran Paskaljevic,8518,3135,-5383
Yu-Hsien Lin,6963,1557,-5406
Billy Chan,7095,1664,-5431
Ilan Duran Cohen,8011,2578,-5433
Joachim Lafosse,9441,4000,-5441
Eldar Ryazanov,8011,2555,-5456
Olias Barco,7628,2170,-5458
Michael Barnett,12828,7358,-5470
Bob Balaban,50370,44900,-5470
LeVar Burton,12430,6958,-5472
David DeCoteau,6744,1264,-5480
Umut Dag,8400,2919,-5481
Man-dae Bong,6580,1090,-5490
Sebastian Niemann,21690,16195,-5495
Mikhail Khleborodov,18552,13056,-5496
Mischa Kamp,12860,7360,-5500
Isabel Coixet,15900,10400,-5500
Zdenek Troska,6514,984,-5530
Mario Azzopardi,10863,5305,-5558
Chae Gil Byoung,6440,878,-5562
Timo Koivusalo,7641,2063,-5578
Jannik Johansen,32493,26914,-5579
Pelle Berglund,12440,6856,-5584
Rune Denstad Langlo,19082,13480,-5602
Jesse James Miller,9150,3534,-5616
Werner Boote,10212,4580,-5632
Paul Matthews,11880,6235,-5645
Sarann,11669,6018,-5651
Jeff Hare,8224,2570,-5654
Penny Woolcock,12226,6570,-5656
Juan Taratuto,21564,15894,-5670
Jeremy Kasten,19170,13500,-5670
Gerardo Naranjo,12901,7228,-5673
Leste Chen,17872,12190,-5682
André Téchiné,14310,8620,-5690
Gunasekhar,34746,29056,-5690
Gabriel Sabloff,13739,8040,-5699
Alain Resnais,19380,13680,-5700
Babis Makridis,25036,19330,-5706
Rodrigo Moreno,9490,3782,-5708
Robert Delamere,7267,1551,-5716
Han Sang-hee,6858,1136,-5722
Scud,9465,3740,-5725
Zeresenay Mehari,13780,8050,-5730
Jan Egleson,58740,52995,-5745
James Mottern,35970,30220,-5750
Steven de Jong,8218,2463,-5755
John Greyson,7460,1690,-5770
Naoto Kumazawa,10810,5033,-5777
Martin Kitrosser,7810,2030,-5780
Ranjith Sankar,10589,4783,-5806
Matt Dillon,58260,52451,-5809
Djibril Diop Mambéty,13490,7672,-5818
